ObjectData\KoopaVS1PartsReverseGRoad\tex1_128x128_m_bdfeb656f8d8a9d4_14_mip2.png,MarioGalaxy_Sub\1b15743fc591d008_lod2.png
ObjectData\KoopaVS1PartsReverseGRoad\tex1_256x256_63dc70a6efeebe84_14.png,ondemand_texture_replace\MarioGalaxy\3833150333834050216.png
ObjectData\KoopaVS1PartsReverseGRoad\tex1_256x256_83055bd97a63b0c4_14.png,ondemand_texture_replace\MarioGalaxy\18359199468770590546.png
ObjectData\KoopaVS1PartsReverseGRoad\tex1_256x256_a82c19bb545b40e7_14.png,ondemand_texture_replace\MarioGalaxy\1516879097880699143.png
ObjectData\KoopaVS1PartsReverseGRoad\tex1_256x256_c2f0453544a19a34_14.png,ondemand_texture_replace\MarioGalaxy\15726768520923489326.png
ObjectData\KoopaVS1PartsSpiralRoad\tex1_128x128_bdfeb656f8d8a9d4_14.png,ondemand_texture_replace\MarioGalaxy\1315131517257993317.png
ObjectData\KoopaVS1PartsSpiralRoad\tex1_128x128_d3f38e9372a9f780_14.png,ondemand_texture_replace\MarioGalaxy\10887030750241933025.png
ObjectData\KoopaVS1PartsSpiralRoad\tex1_256x256_52e7f99018238243_14.png,ondemand_texture_replace\MarioGalaxy\8393144228583146064.png
ObjectData\KoopaVS1PartsStairRoad\tex1_128x32_3045499946f740d1_14.png,ondemand_texture_replace\MarioGalaxy\8265790716770788204.png
ObjectData\KoopaVS1Sky\tex1_64x64_e1d2d2af75ef9506_14.png,ondemand_texture_replace\MarioGalaxy\14438148193562621457.png
ObjectData\KoopaVS2Parts2DMoveStepBarA\tex1_64x64_61731642b0196972_0.png,ondemand_texture_replace\MarioGalaxy\6811710523892953891.png
ObjectData\KoopaVS2PartsDarkMatterA\tex1_256x256_717c17a04a35a691_0.png,ondemand_texture_replace\MarioGalaxy\12002779634958101483.png
ObjectData\KoopaVS2PartsJoinedMoveClip\tex1_64x64_106d7dd4d101874c_0.png,ondemand_texture_replace\MarioGalaxy\2037717953988641912.png
ObjectData\KoopaVS2PartsJoinedMoveClip\tex1_64x64_ac88f3fbbfb610d4_14.png,ondemand_texture_replace\MarioGalaxy\7728964060311027866.png
ObjectData\KoopaVS2PartsRestStepA\tex1_128x128_m_913d9e314b09d030_14.png,MarioGalaxy\ed020c59b27c7f5b.png
ObjectData\KoopaVS2PartsRestStepA\tex1_128x128_m_913d9e314b09d030_14_mip1.png,MarioGalaxy\ed020c59b27c7f5b_lod1.png
ObjectData\KoopaVS2PartsRestStepA\tex1_128x128_m_913d9e314b09d030_14_mip2.png,MarioGalaxy\ed020c59b27c7f5b_lod2.png
ObjectData\KoopaVS2PartsRestStepC\tex1_256x256_m_02fa7babf07c354f_14.png,MarioGalaxy_Sub\716b99ebe416c033.png
ObjectData\KoopaVS2PartsRestStepC\tex1_256x256_m_02fa7babf07c354f_14_mip1.png,MarioGalaxy_Sub\716b99ebe416c033_lod1.png
ObjectData\KoopaVS2PartsRestStepC\tex1_256x256_m_02fa7babf07c354f_14_mip2.png,MarioGalaxy_Sub\716b99ebe416c033_lod2.png
ObjectData\KoopaVS2PartsRestStepC\tex1_256x256_m_02fa7babf07c354f_14_mip3.png,MarioGalaxy_Sub\716b99ebe416c033_lod3.png
ObjectData\KoopaVS2PartsRestStepG\tex1_64x128_35c7f6a5848621a0_14.png,ondemand_texture_replace\MarioGalaxy\16279386434267502612.png
ObjectData\KoopaVS2PartsReverseGRoadA\tex1_128x128_3858040a491a8a66_14.png,ondemand_texture_replace\MarioGalaxy\8567414051008294545.png
ObjectData\KoopaVS2PartsReverseGRoadA\tex1_128x128_d38351b020ab11db_14.png,ondemand_texture_replace\MarioGalaxy\18400315525827644076.png
ObjectData\KoopaVS2PartsReverseGRoadA\tex1_256x256_86655d23aa59094d_14.png,ondemand_texture_replace\MarioGalaxy\16172048912738772506.png
ObjectData\KoopaVS2PartsReverseGRoadA\tex1_256x256_e328c8964df1e2de_14.png,ondemand_texture_replace\MarioGalaxy\419897235647115808.png
ObjectData\KoopaVS2Sky\tex1_256x256_m_53d3268633fd501a_14_arb.png,MarioGalaxy\8dde9e8d5c669172.png
ObjectData\KoopaVS2Sky\tex1_256x256_m_53d3268633fd501a_14_arb_mip1.png,MarioGalaxy\8dde9e8d5c669172_lod1.png
ObjectData\KoopaVS2Sky\tex1_256x256_m_53d3268633fd501a_14_arb_mip2.png,MarioGalaxy\8dde9e8d5c669172_lod2.png
ObjectData\KoopaVS2Sky\tex1_256x256_m_53d3268633fd501a_14_arb_mip3.png,MarioGalaxy\8dde9e8d5c669172_lod3.png
ObjectData\KoopaVS2Sky\tex1_256x256_m_53d3268633fd501a_14_arb_mip4.png,MarioGalaxy\8dde9e8d5c669172_lod4.png
ObjectData\KoopaVS2Sky\tex1_256x256_m_53d3268633fd501a_14_arb_mip5.png,MarioGalaxy\8dde9e8d5c669172_lod5.png
ObjectData\KoopaVS2Sky\tex1_256x256_m_59fec89cd9ca52a7_14.png,MarioGalaxy\f72dfa6314e22dd6.png
ObjectData\KoopaVS2Sky\tex1_256x256_m_59fec89cd9ca52a7_14_mip1.png,MarioGalaxy\f72dfa6314e22dd6_lod1.png
ObjectData\KoopaVS2Sky\tex1_256x256_m_59fec89cd9ca52a7_14_mip2.png,MarioGalaxy\f72dfa6314e22dd6_lod2.png
ObjectData\KoopaVS3BattlePlanetB\tex1_128x128_m_503b87f6dfe5491b_14.png,MarioGalaxy\dcbb79d4927be237.png
ObjectData\KoopaVS3BattlePlanetB\tex1_128x128_m_503b87f6dfe5491b_14_mip1.png,MarioGalaxy\dcbb79d4927be237_lod1.png
ObjectData\KoopaVS3BattlePlanetB\tex1_128x128_m_503b87f6dfe5491b_14_mip2.png,MarioGalaxy\dcbb79d4927be237_lod2.png
ObjectData\KoopaVS3BattlePlanetB\tex1_128x128_m_503b87f6dfe5491b_14_mip3.png,MarioGalaxy\dcbb79d4927be237_lod3.png
ObjectData\KoopaVS3BattlePlanetB\tex1_64x128_00cdf9513a82b812_14.png,ondemand_texture_replace\MarioGalaxy\5962562452813446959.png
ObjectData\KoopaVS3CastleWallPlanet\tex1_128x128_64b333195426aed0_14.png,ondemand_texture_replace\MarioGalaxy\15529741877964063980.png
ObjectData\KoopaVS3Parts2DWallA\tex1_256x256_7074dc9f088366ca_14.png,ondemand_texture_replace\MarioGalaxy\10189371986716597663.png
ObjectData\KoopaVS3RotateStepA\tex1_128x128_5b44e61d5fe4f18a_14.png,ondemand_texture_replace\MarioGalaxy\4410051225850047560.png
ObjectData\KoopaVS3RotateStepA\tex1_64x64_72b0fdda4b1932a3_14.png,ondemand_texture_replace\MarioGalaxy\13281381127787054681.png
ObjectData\KoteBug\tex1_256x256_cc6fdd9533105452_14.png,ondemand_texture_replace\MarioGalaxy\5281156534556228654.png
ObjectData\KouraShine\tex1_128x128_04963cd04b4b0363_14.png,ondemand_texture_replace\MarioGalaxy\12330049080228455104.png
ObjectData\Kuribo\tex1_64x128_4348e1b3a07923bf_14.png,ondemand_texture_replace\MarioGalaxy\3611896657674083841.png
ObjectData\Kuribo\tex1_64x128_628030d7b08776f5_14.png,ondemand_texture_replace\MarioGalaxy\4972387802323251424.png
ObjectData\Kuribo\tex1_64x128_d4a37bf6901674f2_14.png,ondemand_texture_replace\MarioGalaxy\3426944275959501062.png
ObjectData\KuriboChief\tex1_64x128_3434c4ab48db7c1e_14.png,ondemand_texture_replace\MarioGalaxy\5265732663474621415.png
ObjectData\KuriboChief\tex1_64x128_e4019d7279ea3bbd_14.png,ondemand_texture_replace\MarioGalaxy\8609452357730306081.png
ObjectData\KuriboChief\tex1_64x128_f69e6011d6c70691_1.png,ondemand_texture_replace\MarioGalaxy\17652699983267574635.png
ObjectData\KuriboMini\tex1_64x64_9ca14682367d7160_14.png,ondemand_texture_replace\MarioGalaxy\1675785743421832220.png
ObjectData\KuriboMini\tex1_64x64_b714c9d3ab9ed50b_14.png,ondemand_texture_replace\MarioGalaxy\2621335960713233326.png
ObjectData\KuriboMini\tex1_64x64_cef235a303c0bae4_14.png,ondemand_texture_replace\MarioGalaxy\11470783576352569794.png
ObjectData\KuriboMini\tex1_64x64_e68dc9f9bebffc9b_14.png,ondemand_texture_replace\MarioGalaxy\6399330625210423156.png
ObjectData\LavaBallRisingPlanet\tex1_128x128_2081e68e333d73fe_14.png,ondemand_texture_replace\MarioGalaxy\17043029963658806788.png
ObjectData\LavaBallRisingPlanet\tex1_256x256_9f93a8a9e474a9e9_14.png,ondemand_texture_replace\MarioGalaxy\14369406345141869800.png
ObjectData\LavaBegomanCubePlanet\tex1_64x64_13d2a79ca61c210f_14.png,ondemand_texture_replace\MarioGalaxy\12569380391671423809.png
ObjectData\LavaBegomanCubePlanetLow\tex1_32x32_640ef84975437cc8_14.png,MarioGalaxy_Sub\a3e6c1100d066405.png
ObjectData\LavaBegomanCubePlanetLow\tex1_32x32_827926f34aa74aca_14.png,ondemand_texture_replace\MarioGalaxy\17024132840030096376.png
ObjectData\LavaBegomanPlanet\tex1_128x128_3e4da0bf33d2d311_14.png,ondemand_texture_replace\MarioGalaxy\2559839576746356076.png
ObjectData\LavaBegomanUFOPlanetLow\tex1_32x32_34048403a5cdb270_14.png,ondemand_texture_replace\MarioGalaxy\14445501713873381267.png
ObjectData\LavaBreakBridge\tex1_256x256_9a29b301b7ee8286_14.png,ondemand_texture_replace\MarioGalaxy\5541089150536045421.png
ObjectData\LavaFallDownColumnA\tex1_512x256_ed16e2195eeb791d_14.png,ondemand_texture_replace\MarioGalaxy\4026794118806903757.png
ObjectData\LavaFloatingStepA\tex1_128x128_502825d6056197c2_14.png,ondemand_texture_replace\MarioGalaxy\2582638530443822940.png
ObjectData\LavaHomePlanet\tex1_128x128_cb94bebe10361564_14.png,ondemand_texture_replace\MarioGalaxy\15329037534506491240.png
ObjectData\LavaHomePlanet\tex1_256x256_67ceb2303879a6ac_14.png,ondemand_texture_replace\MarioGalaxy\4843503320255515722.png
ObjectData\LavaHomePlanet\tex1_256x256_e70b9db4ff5af751_14.png,ondemand_texture_replace\MarioGalaxy\6015096395255016489.png
ObjectData\LavaHomePlanet\tex1_512x512_5b784242b537025e_14.png,ondemand_texture_replace\MarioGalaxy\2669257888345123337.png
ObjectData\LavaJShapePlanet\tex1_128x128_85c498331b282358_14.png,ondemand_texture_replace\MarioGalaxy\11237684174757053848.png
ObjectData\LavaJShapePlanet\tex1_128x128_b7669682e48a0c64_14.png,ondemand_texture_replace\MarioGalaxy\7284483523446084681.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_a42e8661d2fd6f6f_14.png,MarioGalaxy_Sub\629d2d8198119b00.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_a42e8661d2fd6f6f_14_mip1.png,MarioGalaxy_Sub\629d2d8198119b00_lod1.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_a42e8661d2fd6f6f_14_mip2.png,MarioGalaxy_Sub\629d2d8198119b00_lod2.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_a42e8661d2fd6f6f_14_mip3.png,MarioGalaxy_Sub\629d2d8198119b00_lod3.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_a42e8661d2fd6f6f_14_mip4.png,MarioGalaxy_Sub\629d2d8198119b00_lod4.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_c43217d5e765d90e_14.png,MarioGalaxy_Sub\33644f9615e14f2a.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_c43217d5e765d90e_14_mip1.png,MarioGalaxy_Sub\33644f9615e14f2a_lod1.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_c43217d5e765d90e_14_mip2.png,MarioGalaxy_Sub\33644f9615e14f2a_lod2.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_c43217d5e765d90e_14_mip3.png,MarioGalaxy_Sub\33644f9615e14f2a_lod3.png
ObjectData\LavaJShapePlanetLow\tex1_128x128_m_c43217d5e765d90e_14_mip4.png,MarioGalaxy_Sub\33644f9615e14f2a_lod4.png
ObjectData\LavaMazeCubePlanet\tex1_128x128_34b5b6ab2a5ddb20_14.png,ondemand_texture_replace\MarioGalaxy\4954340911954398653.png
ObjectData\LavaMazeCubePlanet\tex1_128x128_599f05fc58fe06b6_14.png,ondemand_texture_replace\MarioGalaxy\2238841115109399348.png
ObjectData\LavaMazeCubePlanet\tex1_128x128_6b1552a3ccc16085_14.png,ondemand_texture_replace\MarioGalaxy\3204131864040164518.png
ObjectData\LavaMazeCubePlanet\tex1_128x128_c1a33dae22cf07d7_14.png,ondemand_texture_replace\MarioGalaxy\15706877856931541870.png
ObjectData\LavaMazeCubePlanet\tex1_256x16_7c431c77c1093da5_14.png,ondemand_texture_replace\MarioGalaxy\6055447395889176732.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_bd14bf9f6026cd0b_14.png,MarioGalaxy\f0c1697278ff165a.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_bd14bf9f6026cd0b_14_mip1.png,MarioGalaxy\f0c1697278ff165a_lod1.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_bd14bf9f6026cd0b_14_mip2.png,MarioGalaxy\f0c1697278ff165a_lod2.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_bd14bf9f6026cd0b_14_mip3.png,MarioGalaxy\f0c1697278ff165a_lod3.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_bd14bf9f6026cd0b_14_mip4.png,MarioGalaxy\f0c1697278ff165a_lod4.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_bd14bf9f6026cd0b_14_mip5.png,MarioGalaxy\f0c1697278ff165a_lod5.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_ddcc3771a559b5b6_14.png,MarioGalaxy_Sub\3359e6c1fad6d84e.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_ddcc3771a559b5b6_14_mip1.png,MarioGalaxy_Sub\3359e6c1fad6d84e_lod1.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_ddcc3771a559b5b6_14_mip2.png,MarioGalaxy_Sub\3359e6c1fad6d84e_lod2.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_ddcc3771a559b5b6_14_mip3.png,MarioGalaxy_Sub\3359e6c1fad6d84e_lod3.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_ddcc3771a559b5b6_14_mip4.png,MarioGalaxy_Sub\3359e6c1fad6d84e_lod4.png
ObjectData\LavaMazeCubePlanet\tex1_256x256_m_ddcc3771a559b5b6_14_mip5.png,MarioGalaxy_Sub\3359e6c1fad6d84e_lod5.png
ObjectData\LavaMazeCubePlanet\tex1_256x64_735f393e7c06159f_14.png,ondemand_texture_replace\MarioGalaxy\10332111091580447297.png
ObjectData\LavaMazeCubePlanet\tex1_32x32_904d1cb54a9870ab_0.png,ondemand_texture_replace\MarioGalaxy\4265725860927806467.png
ObjectData\LavaMazeCubePlanet\tex1_64x64_3849439711feb727_14.png,ondemand_texture_replace\MarioGalaxy\3317423560402897118.png
ObjectData\LavaMazeCubePlanet\tex1_64x64_e04b0cdbdaf270f6_14.png,ondemand_texture_replace\MarioGalaxy\8536779779062920661.png
ObjectData\LavaMazeCubePlanet\tex1_64x64_m_a9c6b75fd2165c5e_14.png,MarioGalaxy_Sub\1b59a136eca40ee6.png
ObjectData\LavaMazeCubePlanet\tex1_64x64_m_a9c6b75fd2165c5e_14_mip1.png,MarioGalaxy_Sub\1b59a136eca40ee6_lod1.png
ObjectData\LavaMazeCubePlanet\tex1_64x64_m_a9c6b75fd2165c5e_14_mip2.png,MarioGalaxy_Sub\1b59a136eca40ee6_lod2.png
ObjectData\LavaMazeCubePlanet\tex1_64x64_m_a9c6b75fd2165c5e_14_mip3.png,MarioGalaxy_Sub\1b59a136eca40ee6_lod3.png
ObjectData\LavaMazeCubePlanetLow\tex1_128x128_m_6b1552a3ccc16085_14.png,MarioGalaxy\a8a12895719a2737.png
ObjectData\LavaMazeCubePlanetLow\tex1_128x128_m_6b1552a3ccc16085_14_mip1.png,MarioGalaxy\a8a12895719a2737_lod1.png
ObjectData\LavaMazeCubePlanetLow\tex1_128x128_m_6b1552a3ccc16085_14_mip2.png,MarioGalaxy\a8a12895719a2737_lod2.png
ObjectData\LavaMazeCubePlanetLow\tex1_128x128_m_6b1552a3ccc16085_14_mip3.png,MarioGalaxy\a8a12895719a2737_lod3.png
ObjectData\LavaMazeCubePlanetLow\tex1_128x128_m_6b1552a3ccc16085_14_mip4.png,MarioGalaxy\a8a12895719a2737_lod4.png
ObjectData\LavaMazeCubePlanetLow\tex1_128x64_m_6c03c1690c6491e2_14.png,MarioGalaxy_Sub\4500e77c644b607f.png
ObjectData\LavaMazeCubePlanetLow\tex1_128x64_m_6c03c1690c6491e2_14_mip1.png,MarioGalaxy_Sub\4500e77c644b607f_lod1.png
ObjectData\LavaMazeCubePlanetLow\tex1_128x64_m_6c03c1690c6491e2_14_mip2.png,MarioGalaxy_Sub\4500e77c644b607f_lod2.png
ObjectData\LavaMazeCubePlanetLow\tex1_128x64_m_6c03c1690c6491e2_14_mip3.png,MarioGalaxy_Sub\4500e77c644b607f_lod3.png
ObjectData\LavaMiniSunPlanetLow\tex1_32x32_db30b5dd56e22d4e_14.png,ondemand_texture_replace\MarioGalaxy\16113586419549569268.png
ObjectData\LavaObservationUFOPlanet\tex1_256x128_72fa5864cfd5f50d_14.png,ondemand_texture_replace\MarioGalaxy\8214682444921497114.png
ObjectData\LavaObservationUFOPlanet\tex1_256x256_73063e7e40f9ecc8_14.png,ondemand_texture_replace\MarioGalaxy\3375194295474363034.png
ObjectData\LavaObstacleRockShell\tex1_128x128_354320b9587f821a_14.png,ondemand_texture_replace\MarioGalaxy\12812299562543664611.png
ObjectData\LavaProminenceEnvironment\tex1_64x64_a1ad0ad72a871d37_14.png,ondemand_texture_replace\MarioGalaxy\18151287460801624274.png
ObjectData\LavaRotatePlanetMiddle\tex1_256x256_de8e67f1ba7c0e6f_14.png,ondemand_texture_replace\MarioGalaxy\5529672338006716270.png
ObjectData\LavaRotatePlanetStartStep\tex1_64x64_e9d92dab7634227b_14.png,ondemand_texture_replace\MarioGalaxy\830825241337572021.png
ObjectData\LavaShellTower\tex1_128x64_fe2a930a87bc985e_14.png,ondemand_texture_replace\MarioGalaxy\13521292574658837881.png
ObjectData\LavaShellTower\tex1_256x256_d5014a1b188af485_14.png,ondemand_texture_replace\MarioGalaxy\314561753956337874.png
ObjectData\LavaSpaceStickA\tex1_128x128_74e819de46a82bb6_14.png,ondemand_texture_replace\MarioGalaxy\8344071354542393724.png
ObjectData\LavaSteam\tex1_64x64_ec7352c612b735c4_14.png,ondemand_texture_replace\MarioGalaxy\17186984729536909465.png
ObjectData\LotusLeaf\tex1_64x128_3f4ba1b676cf9aa5_14.png,ondemand_texture_replace\MarioGalaxy\16168035119288992776.png
ObjectData\Luigi\luigi\tex1_128x64_1e93f2044f97847d_14.png,MarioGalaxy\17850404cd7e587f.png
ObjectData\Luigi\luigi\tex1_128x64_b6862799f8edcf1d_14.png,MarioGalaxy\7d4383512f048449.png
ObjectData\Luigi\luigi\tex1_256x128_1252181ce3058bcf_14.png,MarioGalaxy\bd1389b7a996d571.png
ObjectData\Luigi\luigi\tex1_256x128_2da7f76950822096_14.png,MarioGalaxy\2df409065ef2bacb.png
ObjectData\LuigiNPC\tex1_256x128_6b6732c80aa220c4_14.png,MarioGalaxy\ac92c30a95624457.png
ObjectData\LuigiNPCMiddle\tex1_64x32_2d0c2b9a490f480b_14.png,MarioGalaxy_Sub\3b03496b6d348291.png
ObjectData\LuigiNPCMiddle\tex1_64x64_d398a7d54bbe7bb1_14.png,MarioGalaxy_Sub\cd5fc76021a5cea6.png
ObjectData\LuigiPictureBattleShipGalaxy\tex1_472x176_f67b6297011e8604_14.png,ondemand_texture_replace\MarioGalaxy\14956672306736423675.png
ObjectData\LuigiPictureEggStarGalaxy\tex1_472x176_38c5ebc9f27607ba_14.png,ondemand_texture_replace\MarioGalaxy\17093851436880442543.png
ObjectData\LuigiPictureHoneyBeeKingdomGalaxy\tex1_472x176_76ca56801625a0e9_14.png,ondemand_texture_replace\MarioGalaxy\3358514969153301721.png
ObjectData\MagnumKiller\tex1_128x128_5f6bb2e33d268d72_14.png,ondemand_texture_replace\MarioGalaxy\11368549223683817489.png
ObjectData\MarblePlanetCore\tex1_256x256_b327b0fab11a65c8_14.png,ondemand_texture_replace\MarioGalaxy\13343275341158850189.png
ObjectData\MarblePlanetElectron\tex1_64x64_802da11542f98a5b_14.png,ondemand_texture_replace\MarioGalaxy\17796809438738270578.png
ObjectData\Mario\tex1_128x64_8554992f178583e5_14.png,MarioGalaxy\cca7a696ad723718.png
ObjectData\Mario\tex1_128x64_bc1ef6ac06460240_14.png,MarioGalaxy\362022f0b4e081c2.png
ObjectData\Mario\tex1_256x128_1fab221956798cac_14.png,MarioGalaxy\a358010e9517d0d3.png
ObjectData\Mario\tex1_256x128_a99c0fa404ccf559_14.png,MarioGalaxy\0150bf237d65322b.png
ObjectData\MarioLauncher\tex1_128x128_f05a117e35a96265_14.png,ondemand_texture_replace\MarioGalaxy\11104865925330621806.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a208db618b77b636_4.png,MarioGalaxy_Sub\65402bb9581d4cee.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a208db618b77b636_4_mip1.png,MarioGalaxy_Sub\65402bb9581d4cee_lod1.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a208db618b77b636_4_mip2.png,MarioGalaxy_Sub\65402bb9581d4cee_lod2.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a208db618b77b636_4_mip3.png,MarioGalaxy_Sub\65402bb9581d4cee_lod3.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a208db618b77b636_4_mip4.png,MarioGalaxy_Sub\65402bb9581d4cee_lod4.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a40f75f3881c8215_14.png,MarioGalaxy_Sub\729c2baed7902d07.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a40f75f3881c8215_14_mip1.png,MarioGalaxy_Sub\729c2baed7902d07_lod1.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a40f75f3881c8215_14_mip2.png,MarioGalaxy_Sub\729c2baed7902d07_lod2.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a40f75f3881c8215_14_mip3.png,MarioGalaxy_Sub\729c2baed7902d07_lod3.png
ObjectData\MechaKoopaPartsArmRight\tex1_256x256_m_a40f75f3881c8215_14_mip4.png,MarioGalaxy_Sub\729c2baed7902d07_lod4.png
ObjectData\MechaKoopaPartsBody\tex1_128x128_fabad7f5d0f7ed30_14.png,ondemand_texture_replace\MarioGalaxy\17612324696127701095.png
ObjectData\MechaKoopaPartsBody\tex1_256x256_d4c65e02dcff845c_14.png,ondemand_texture_replace\MarioGalaxy\15347232400800974307.png
ObjectData\MechaKoopaPartsBody\tex1_256x256_m_a0b99cf439e66464_4.png,MarioGalaxy\c2be9b756f94f2f8.png
ObjectData\MechaKoopaPartsBody\tex1_256x256_m_a0b99cf439e66464_4_mip1.png,MarioGalaxy\c2be9b756f94f2f8_lod1.png
ObjectData\MechaKoopaPartsBody\tex1_256x256_m_a0b99cf439e66464_4_mip2.png,MarioGalaxy\c2be9b756f94f2f8_lod2.png
ObjectData\MechaKoopaPartsBody\tex1_256x256_m_a0b99cf439e66464_4_mip3.png,MarioGalaxy\c2be9b756f94f2f8_lod3.png
ObjectData\MechaKoopaPartsBody\tex1_256x256_m_a0b99cf439e66464_4_mip4.png,MarioGalaxy\c2be9b756f94f2f8_lod4.png
ObjectData\MechaKoopaPartsBodyLow\tex1_128x256_b802006e30b3f541_14.png,ondemand_texture_replace\MarioGalaxy\10762826430745565546.png
ObjectData\MechaKoopaPartsCaterpillar\tex1_256x256_m_96abfd32df491d3e_14.png,MarioGalaxy\a65e7763739098ab.png
ObjectData\MechaKoopaPartsCaterpillar\tex1_256x256_m_96abfd32df491d3e_14_mip1.png,MarioGalaxy\a65e7763739098ab_lod1.png
ObjectData\MechaKoopaPartsCaterpillar\tex1_256x256_m_96abfd32df491d3e_14_mip2.png,MarioGalaxy\a65e7763739098ab_lod2.png
ObjectData\MechaKoopaPartsCaterpillar\tex1_256x256_m_96abfd32df491d3e_14_mip3.png,MarioGalaxy\a65e7763739098ab_lod3.png
ObjectData\MechaKoopaPartsCaterpillar\tex1_256x256_m_96abfd32df491d3e_14_mip4.png,MarioGalaxy\a65e7763739098ab_lod4.png
ObjectData\MechanicKoopaMini\tex1_128x128_f5dda074ac3718f7_14.png,ondemand_texture_replace\MarioGalaxy\2425966873566554159.png
ObjectData\Meramera\tex1_128x128_a0e50e7c1e3b6440_14.png,ondemand_texture_replace\MarioGalaxy\390514814930659649.png
ObjectData\Metbo\tex1_128x128_aeb355fe4254ac11_14.png,ondemand_texture_replace\MarioGalaxy\14024799673154428592.png
ObjectData\MeteorStrike\tex1_256x128_cb2dcbb2f73cfcb7_14.png,ondemand_texture_replace\MarioGalaxy\8141797954192863410.png
ObjectData\MiniatureGalaxyStarNumber\c229ee04bd1fe1ef.png,MarioGalaxy\c229ee04bd1fe1ef.png
ObjectData\MiniatureGalaxyStarNumber\c229ee04bd1fe1ef_lod1.png,MarioGalaxy\c229ee04bd1fe1ef_lod1.png
ObjectData\MiniatureGalaxyStarNumber\c229ee04bd1fe1ef_lod2.png,MarioGalaxy\c229ee04bd1fe1ef_lod2.png
ObjectData\MiniatureGalaxyStarNumber\c229ee04bd1fe1ef_lod3.png,MarioGalaxy\c229ee04bd1fe1ef_lod3.png
ObjectData\ForestHomePlanet\tex1_128x128_087cccf528e017ab_14.png,ondemand_texture_replace\MarioGalaxy\3093435221939214327.png
ObjectData\MiniCosmosGardenGalaxy\tex1_64x64_bde3709f1f5fbd37_14.png,ondemand_texture_replace\MarioGalaxy\17380088419500165101.png
ObjectData\MiniFactoryGalaxy\tex1_64x32_a4dae67a1a23e6b3_14.png,ondemand_texture_replace\MarioGalaxy\5255779394134164885.png
ObjectData\MiniFlipPanelExGalaxy\tex1_128x128_72c0c5f2df261c3e_14.png,ondemand_texture_replace\MarioGalaxy\2643542846684840706.png
ObjectData\MiniFlipPanelExGalaxy\tex1_128x256_7f164dd62ac4fa8d_14.png,ondemand_texture_replace\MarioGalaxy\6986546512744884625.png
ObjectData\MiniFlipPanelExGalaxy\tex1_128x256_cdbefaae37405982_14.png,ondemand_texture_replace\MarioGalaxy\5973206074529347387.png
ObjectData\MiniFlipPanelExGalaxy\tex1_64x128_fac1a708f13b28b5_14.png,ondemand_texture_replace\MarioGalaxy\4625140284426167025.png
ObjectData\MiniMechaKoopaPartsCage\tex1_128x128_7ec032c275182df8_14.png,ondemand_texture_replace\MarioGalaxy\10173772021762133912.png
ObjectData\MiniMechaKoopaPartsCage\tex1_256x256_m_6c481eae1b67ea95_14.png,MarioGalaxy_Sub\049a99bfb7781d6c.png
ObjectData\MiniMechaKoopaPartsCage\tex1_256x256_m_6c481eae1b67ea95_14_mip1.png,MarioGalaxy_Sub\049a99bfb7781d6c_lod1.png
ObjectData\MiniMechaKoopaPartsCage\tex1_256x256_m_6c481eae1b67ea95_14_mip2.png,MarioGalaxy_Sub\049a99bfb7781d6c_lod2.png
ObjectData\MiniMechaKoopaPartsCage\tex1_256x256_m_6c481eae1b67ea95_14_mip3.png,MarioGalaxy_Sub\049a99bfb7781d6c_lod3.png
ObjectData\MiniMechaKoopaPartsCage\tex1_256x256_m_6c481eae1b67ea95_14_mip4.png,MarioGalaxy_Sub\049a99bfb7781d6c_lod4.png
